-46.70855;-23.571826
-46.708795;-23.571748
-46.708795;-23.571748
-46.709075;-23.571659
-46.709075;-23.571659
-46.70938;-23.571572
-46.70938;-23.571572
-46.709205;-23.571112
-46.709205;-23.571112
-46.709151;-23.570969
-46.709151;-23.570969
-46.708675;-23.569714
-46.708675;-23.569714
-46.708274;-23.568687
-46.708274;-23.568687
-46.707976;-23.567822
-46.707976;-23.567822
-46.7078;-23.567834
-46.707673;-23.567804
-46.707673;-23.567804
-46.707604;-23.567758
-46.707559;-23.567719
-46.707559;-23.567719
-46.707521;-23.567656
-46.707494;-23.567599
-46.707483;-23.567527
-46.70749;-23.567444
-46.707516;-23.567388
-46.707561;-23.567322
-46.707604;-23.567281
-46.707604;-23.567281
-46.707665;-23.567246
-46.707766;-23.567203
-46.707766;-23.567203
-46.707811;-23.567204
-46.707917;-23.567207
-46.70798;-23.567227
-46.70805;-23.567251
-46.708099;-23.567284
-46.708099;-23.567284
-46.708736;-23.566963
-46.708736;-23.566963
-46.709645;-23.566526
-46.709645;-23.566526
-46.710467;-23.566116
-46.710467;-23.566116
-46.710535;-23.566082
-46.710535;-23.566082
-46.710587;-23.566056
-46.710587;-23.566056
-46.710901;-23.565891
-46.710901;-23.565891
-46.710975;-23.565852
-46.710975;-23.565852
-46.711276;-23.565694
-46.711276;-23.565694
-46.71183;-23.565433
-46.71183;-23.565433
-46.712279;-23.565195
-46.712279;-23.565195
-46.712344;-23.565161
-46.712596;-23.56505
-46.712596;-23.56505
-46.712584;-23.564959
-46.712629;-23.564791
-46.712743;-23.564647
-46.712743;-23.564647
-46.712778;-23.563207
-46.712778;-23.563207
-46.712768;-23.562967
-46.712768;-23.562967
-46.712761;-23.562625
-46.71273;-23.561797
-46.712799;-23.561177
-46.712799;-23.561177
-46.713042;-23.560536
-46.713179;-23.560334
-46.713308;-23.560181
-46.713551;-23.559951
-46.713885;-23.559688
-46.714274;-23.559508
-46.714274;-23.559508
-46.71823;-23.557678
-46.71823;-23.557678
-46.718826;-23.557384
-46.720007;-23.556989
-46.721056;-23.55653
-46.722052;-23.556014
-46.722679;-23.555713
-46.722679;-23.555713
-46.724083;-23.554893
-46.724763;-23.554493
-46.724763;-23.554493
-46.725564;-23.554093
-46.725647;-23.554048
-46.725647;-23.554048
-46.727103;-23.553333
-46.727103;-23.553333
-46.72776;-23.553001
-46.728685;-23.552559
-46.728685;-23.552559
-46.730227;-23.551813
-46.730227;-23.551813
-46.731064;-23.551406
-46.731064;-23.551406
-46.731687;-23.551097
-46.731687;-23.551097
-46.73173;-23.551112
-46.731764;-23.551133
-46.731787;-23.55116
-46.731801;-23.551193
-46.731804;-23.551232
-46.731798;-23.551277
-46.731798;-23.551277
-46.731398;-23.551503
-46.731398;-23.551503
-46.731345;-23.551542
-46.731324;-23.551584
-46.731324;-23.551584
-46.731323;-23.551625
-46.731318;-23.551671
-46.731315;-23.551726
-46.731351;-23.551843
-46.731351;-23.551843
-46.731597;-23.552291
-46.731597;-23.552291
-46.731892;-23.552829
-46.731892;-23.552829
-46.732543;-23.553988
-46.732543;-23.553988
-46.732641;-23.554142
-46.732834;-23.554462
-46.733263;-23.555208
